Tipo;Fecha;Apertura;Cierre;Dif.%;Máximo;Mínimo;Volumen(m)
dow-jones;22/03/2019;25.844,650;25.502,320;-1,77;25.877,010;25.501,450;386.508.044
dow-jones;21/03/2019;25.688,440;25.962,510;0,84;26.009,900;25.657,780;335.254.229
dow-jones;20/03/2019;25.867,790;25.745,670;-0,55;25.929,520;25.670,630;321.984.384
dow-jones;19/03/2019;25.987,870;25.887,380;-0,10;26.109,680;25.814,920;342.252.131
dow-jones;18/03/2019;25.801,880;25.914,100;0,25;25.924,770;25.785,660;303.173.601
dow-jones;15/03/2019;25.720,960;25.848,870;0,54;25.927,910;25.649,700;616.907.676
dow-jones;14/03/2019;25.692,310;25.709,940;0,03;25.752,840;25.621,310;302.790.797
dow-jones;13/03/2019;25.637,230;25.702,890;0,58;25.776,490;25.571,310;331.410.054
dow-jones;12/03/2019;25.600,300;25.554,660;-0,38;25.675,440;25.522,170;312.517.339
dow-jones;11/03/2019;25.208,000;25.650,880;0,79;25.661,630;25.208,000;309.792.305
dow-jones;08/03/2019;25.347,380;25.450,240;-0,09;25.466,140;25.252,460;270.496.061
dow-jones;07/03/2019;25.645,450;25.473,230;-0,78;25.645,450;25.352,550;289.144.133
dow-jones;06/03/2019;25.818,760;25.673,460;-0,52;25.837,610;25.633,710;251.934.699
dow-jones;05/03/2019;25.829,070;25.806,630;-0,05;25.877,150;25.725,630;252.263.057
dow-jones;04/03/2019;26.122,190;25.819,650;-0,79;26.155,980;25.611,550;295.505.843
dow-jones;01/03/2019;26.019,670;26.026,320;0,43;26.143,920;25.914,370;289.887.755
dow-jones;28/02/2019;25.984,280;25.916,000;-0,27;26.029,210;25.896,560;338.521.326
dow-jones;27/02/2019;25.995,600;25.985,160;-0,28;26.039,680;25.877,240;255.375.789
dow-jones;26/02/2019;26.051,610;26.057,980;-0,13;26.155,290;25.966,010;257.845.762
dow-jones;25/02/2019;26.126,150;26.091,950;0,23;26.241,420;26.080,660;281.602.984
dow-jones;22/02/2019;25.906,270;26.031,810;0,70;26.052,900;25.906,270;279.759.596
dow-jones;21/02/2019;25.922,410;25.850,630;-0,40;25.938,880;25.762,210;255.708.683
dow-jones;20/02/2019;25.872,260;25.954,440;0,24;25.986,200;25.846,480;287.876.547
dow-jones;19/02/2019;25.849,850;25.891,320;0,03;25.961,440;25.820,010;280.623.803
dow-jones;15/02/2019;25.564,630;25.883,250;1,74;25.883,720;25.564,630;328.525.803
dow-jones;14/02/2019;25.460,650;25.439,390;-0,41;25.558,900;25.308,090;313.010.162
dow-jones;13/02/2019;25.480,860;25.543,270;0,46;25.625,950;25.480,860;263.327.708
dow-jones;12/02/2019;25.152,030;25.425,760;1,49;25.458,980;25.152,030;278.114.833
dow-jones;11/02/2019;25.142,810;25.053,110;-0,21;25.196,750;25.009,100;241.695.723
dow-jones;08/02/2019;25.042,360;25.106,330;-0,25;25.106,390;24.883,040;248.209.479
dow-jones;07/02/2019;25.265,810;25.169,530;-0,87;25.314,260;25.000,520;295.462.963
dow-jones;06/02/2019;25.371,570;25.390,300;-0,08;25.439,040;25.312,060;247.594.509
dow-jones;05/02/2019;25.287,930;25.411,520;0,68;25.427,320;25.287,650;305.184.732
dow-jones;04/02/2019;25.062,120;25.239,370;0,70;25.239,910;24.977,670;298.542.215
dow-jones;01/02/2019;25.025,310;25.063,890;0,26;25.193,150;24.982,490;372.090.231
dow-jones;31/01/2019;24.954,480;24.999,670;-0,06;25.049,620;24.842,090;507.346.037
dow-jones;30/01/2019;24.826,520;25.014,860;1,77;25.109,620;24.790,900;397.331.664
dow-jones;29/01/2019;24.519,620;24.579,960;0,21;24.674,870;24.504,040;330.865.211
dow-jones;28/01/2019;24.596,980;24.528,220;-0,84;24.596,980;24.323,940;340.062.681
dow-jones;25/01/2019;24.687,210;24.737,200;0,75;24.860,150;24.676,750;376.894.369
dow-jones;24/01/2019;24.579,960;24.553,240;-0,09;24.626,300;24.422,730;320.169.486
dow-jones;23/01/2019;24.577,250;24.575,620;0,70;24.700,980;24.307,170;318.598.510
dow-jones;22/01/2019;24.607,760;24.404,480;-1,22;24.607,760;24.244,310;338.482.742
dow-jones;18/01/2019;24.534,190;24.706,350;1,38;24.750,220;24.459,030;372.972.531
dow-jones;17/01/2019;24.147,090;24.370,100;0,67;24.474,460;24.088,900;288.587.672
dow-jones;16/01/2019;24.139,910;24.207,160;0,59;24.288,610;24.119,720;302.833.511
dow-jones;15/01/2019;23.914,110;24.065,590;0,65;24.099,140;23.887,930;291.574.850
dow-jones;14/01/2019;23.880,530;23.909,840;-0,36;23.964,900;23.765,240;277.558.125
dow-jones;11/01/2019;23.940,010;23.995,950;-0,02;23.996,320;23.798,160;262.647.497
dow-jones;10/01/2019;23.811,110;24.001,920;0,51;24.014,780;23.703,250;338.145.444
dow-jones;09/01/2019;23.844,270;23.879,120;0,39;23.985,450;23.776,560;324.574.321
dow-jones;08/01/2019;23.680,320;23.787,450;1,09;23.864,650;23.581,450;317.423.120
dow-jones;07/01/2019;23.474,260;23.531,350;0,42;23.687,740;23.301,590;334.203.936
dow-jones;04/01/2019;22.894,920;23.433,160;3,29;23.518,640;22.894,920;396.015.724
dow-jones;03/01/2019;23.176,390;22.686,220;-2,83;23.176,390;22.638,410;424.238.479
dow-jones;02/01/2019;23.058,610;23.346,240;0,08;23.413,470;22.928,590;321.566.851
dow-jones;31/12/2018;23.153,940;23.327,460;1,15;23.333,180;23.118,300;288.830.889
dow-jones;28/12/2018;23.213,610;23.062,400;-0,33;23.381,880;22.981,330;336.509.798
dow-jones;27/12/2018;22.629,060;23.138,820;1,14;23.138,890;22.267,420;407.941.465
dow-jones;26/12/2018;21.857,730;22.878,450;4,98;22.878,920;21.712,530;433.078.561
dow-jones;24/12/2018;22.317,280;21.792,200;-2,91;22.339,870;21.792,200;308.419.010
dow-jones;21/12/2018;22.871,740;22.445,370;-1,81;23.254,590;22.396,340;900.514.486
dow-jones;20/12/2018;23.224,120;22.859,600;-1,99;23.282,200;22.644,310;576.699.643
dow-jones;19/12/2018;23.693,330;23.323,660;-1,49;24.057,340;23.162,640;503.548.604
dow-jones;18/12/2018;23.769,130;23.675,640;0,35;23.927,770;23.516,020;408.070.546
dow-jones;17/12/2018;23.986,830;23.592,980;-2,11;24.088,080;23.456,880;466.739.992
dow-jones;14/12/2018;24.408,040;24.100,510;-2,02;24.431,140;24.033,790;416.943.303
dow-jones;13/12/2018;24.575,860;24.597,380;0,29;24.740,960;24.473,290;299.972.456
dow-jones;12/12/2018;24.509,090;24.527,270;0,64;24.828,290;24.509,090;343.275.152
dow-jones;11/12/2018;24.719,910;24.370,240;-0,22;24.791,260;24.221,060;342.962.559
dow-jones;10/12/2018;24.360,950;24.423,260;0,14;24.500,810;23.881,370;389.690.618
dow-jones;07/12/2018;24.918,820;24.388,950;-2,24;25.095,620;24.284,780;398.231.061
dow-jones;06/12/2018;24.737,420;24.947,670;-0,32;24.951,010;24.242,220;471.687.936
dow-jones;04/12/2018;25.752,560;25.027,070;-3,10;25.773,120;25.008,110;418.899.245
dow-jones;03/12/2018;25.779,570;25.826,430;1,13;25.980,210;25.670,510;388.482.798
dow-jones;30/11/2018;25.307,140;25.538,460;0,79;25.549,710;25.250,970;482.249.445
dow-jones;29/11/2018;25.343,650;25.338,840;-0,11;25.479,040;25.202,790;305.105.944
dow-jones;28/11/2018;24.832,840;25.366,430;2,50;25.368,930;24.832,840;362.160.937
dow-jones;27/11/2018;24.557,020;24.748,730;0,44;24.750,730;24.416,030;308.249.415
dow-jones;26/11/2018;24.364,130;24.640,240;1,46;24.673,290;24.364,130;306.276.154
dow-jones;23/11/2018;24.336,400;24.285,950;-0,73;24.408,800;24.268,740;155.942.556
dow-jones;21/11/2018;24.541,650;24.464,690;0,00;24.669,790;24.463,280;289.369.131
dow-jones;20/11/2018;24.618,680;24.465,640;-2,21;24.707,260;24.368,980;445.919.702
dow-jones;19/11/2018;25.392,610;25.017,440;-1,56;25.392,610;24.900,980;358.093.278
dow-jones;16/11/2018;25.242,350;25.413,220;0,49;25.510,230;25.147,800;354.461.249
dow-jones;15/11/2018;25.061,480;25.289,270;0,83;25.354,560;24.787,790;392.754.253
dow-jones;14/11/2018;25.388,080;25.080,500;-0,81;25.501,290;24.935,820;384.243.467
dow-jones;13/11/2018;25.321,210;25.286,490;-0,40;25.511,030;25.193,780;339.694.637
dow-jones;12/11/2018;25.959,330;25.387,180;-2,32;25.966,710;25.340,510;346.905.429
dow-jones;09/11/2018;26.149,110;25.989,300;-0,77;26.161,490;25.882,910;324.453.598
dow-jones;08/11/2018;26.139,590;26.191,220;0,04;26.277,820;26.081,900;295.647.537
dow-jones;07/11/2018;25.788,460;26.180,300;2,13;26.200,140;25.765,880;357.795.469
dow-jones;06/11/2018;25.452,830;25.635,010;0,68;25.651,860;25.444,900;265.452.799
dow-jones;05/11/2018;25.261,470;25.461,700;0,76;25.507,350;25.261,470;334.742.493
dow-jones;02/11/2018;25.443,600;25.270,830;-0,43;25.578,980;25.078,720;429.479.986
dow-jones;01/11/2018;25.142,080;25.380,740;1,06;25.396,470;25.108,110;383.972.742
dow-jones;31/10/2018;25.008,820;25.115,760;0,97;25.336,550;25.008,820;448.931.303
dow-jones;30/10/2018;24.482,040;24.874,640;1,77;24.906,680;24.415,690;470.048.861
dow-jones;29/10/2018;24.818,980;24.442,920;-0,99;25.040,580;24.122,230;443.846.224
dow-jones;26/10/2018;24.770,250;24.688,310;-1,19;24.916,160;24.445,190;505.313.987
dow-jones;25/10/2018;24.736,540;24.984,550;1,63;25.104,290;24.645,560;431.506.191
dow-jones;24/10/2018;25.172,880;24.583,420;-2,41;25.306,230;24.533,190;496.402.013
dow-jones;23/10/2018;25.038,460;25.191,430;-0,50;25.307,700;24.768,790;436.433.048
dow-jones;22/10/2018;25.492,140;25.317,410;-0,50;25.561,340;25.236,050;314.941.053
dow-jones;19/10/2018;25.421,090;25.444,340;0,26;25.608,710;25.350,020;350.808.678
dow-jones;18/10/2018;25.645,560;25.379,450;-1,27;25.691,460;25.236,010;328.018.526
dow-jones;17/10/2018;25.705,870;25.706,680;-0,36;25.810,090;25.479,160;298.211.385
dow-jones;16/10/2018;25.351,530;25.798,420;2,17;25.817,680;25.351,530;305.801.884
dow-jones;15/10/2018;25.332,460;25.250,550;-0,35;25.482,420;25.243,880;287.323.190
dow-jones;12/10/2018;25.407,630;25.339,990;1,15;25.467,550;25.000,830;397.514.630
dow-jones;11/10/2018;25.518,390;25.052,830;-2,13;25.683,640;24.899,770;522.876.538
dow-jones;10/10/2018;26.441,730;25.598,740;-3,15;26.441,730;25.593,650;438.198.279
dow-jones;09/10/2018;26.469,190;26.430,570;-0,21;26.539,940;26.324,160;282.561.110
dow-jones;08/10/2018;26.399,450;26.486,780;0,15;26.529,350;26.223,090;273.021.894
dow-jones;05/10/2018;26.632,770;26.447,050;-0,68;26.676,160;26.301,810;267.102.727
dow-jones;04/10/2018;26.784,080;26.627,480;-0,75;26.793,820;26.471,610;289.595.648
dow-jones;03/10/2018;26.833,470;26.828,390;0,20;26.951,810;26.789,080;280.131.792
dow-jones;02/10/2018;26.648,910;26.773,940;0,46;26.824,780;26.627,660;258.290.243
dow-jones;01/10/2018;26.598,360;26.651,210;0,73;26.737,980;26.596,050;238.324.837
dow-jones;28/09/2018;26.407,660;26.458,310;0,07;26.515,760;26.383,570;264.027.878
dow-jones;27/09/2018;26.418,270;26.439,930;0,21;26.557,010;26.379,950;226.353.415
dow-jones;26/09/2018;26.536,860;26.385,280;-0,40;26.606,090;26.349,340;262.615.478
dow-jones;25/09/2018;26.601,580;26.492,210;-0,26;26.634,850;26.475,580;234.114.854
dow-jones;24/09/2018;26.705,250;26.562,050;-0,68;26.709,940;26.548,680;254.854.178
dow-jones;21/09/2018;26.726,250;26.743,500;0,32;26.769,160;26.680,370;657.619.646
dow-jones;20/09/2018;26.519,390;26.656,980;0,95;26.697,490;26.519,390;260.480.927
dow-jones;19/09/2018;26.287,840;26.405,760;0,61;26.464,410;26.280,760;251.328.907
dow-jones;18/09/2018;26.076,210;26.246,960;0,71;26.317,340;26.076,210;242.997.029
dow-jones;17/09/2018;26.151,660;26.062,120;-0,35;26.184,470;26.030,350;227.820.690
dow-jones;14/09/2018;26.169,560;26.154,670;0,03;26.211,110;26.068,290;228.639.745
dow-jones;13/09/2018;26.083,940;26.145,990;0,57;26.191,640;26.067,080;260.800.881
dow-jones;12/09/2018;25.989,070;25.998,920;0,11;26.145,720;25.929,430;282.772.318
dow-jones;11/09/2018;25.841,140;25.971,060;0,44;26.019,920;25.754,320;262.251.310
dow-jones;10/09/2018;25.991,910;25.857,070;-0,23;26.039,960;25.854,130;252.172.030
dow-jones;07/09/2018;25.951,020;25.916,540;-0,31;26.002,990;25.818,390;279.143.913
dow-jones;06/09/2018;25.973,020;25.995,870;0,08;26.073,680;25.880,840;262.380.970
dow-jones;05/09/2018;25.919,840;25.974,990;0,09;26.011,220;25.871,040;289.213.800
dow-jones;04/09/2018;25.916,070;25.952,480;-0,05;25.971,770;25.805,950;254.595.460
dow-jones;31/08/2018;25.964,850;25.964,820;-0,09;26.028,830;25.879,770;273.440.918
dow-jones;30/08/2018;26.099,010;25.986,920;-0,53;26.104,370;25.934,800;240.442.269
dow-jones;29/08/2018;26.082,530;26.124,570;0,23;26.167,940;26.035,300;214.955.750
dow-jones;28/08/2018;26.092,700;26.064,020;0,06;26.122,240;26.037,850;211.469.199
dow-jones;27/08/2018;25.882,710;26.049,640;1,01;26.067,570;25.882,710;220.510.695
dow-jones;24/08/2018;25.688,580;25.790,350;0,52;25.826,050;25.688,580;200.325.379
dow-jones;23/08/2018;25.714,860;25.656,980;-0,30;25.762,560;25.608,020;213.274.458
dow-jones;22/08/2018;25.825,060;25.733,600;-0,34;25.836,160;25.722,430;200.476.676
dow-jones;21/08/2018;25.786,990;25.822,290;0,25;25.888,820;25.784,900;241.622.509
dow-jones;20/08/2018;25.727,700;25.758,690;0,35;25.790,170;25.716,410;248.572.791
dow-jones;17/08/2018;25.550,800;25.669,320;0,43;25.728,160;25.521,660;284.155.866
dow-jones;16/08/2018;25.294,970;25.558,730;1,58;25.607,340;25.294,970;342.434.716
dow-jones;15/08/2018;25.235,370;25.162,410;-0,54;25.235,370;24.965,770;295.808.254
dow-jones;14/08/2018;25.215,690;25.299,920;0,45;25.339,510;25.201,870;219.211.007
dow-jones;13/08/2018;25.327,190;25.187,700;-0,50;25.381,390;25.153,930;219.993.413
dow-jones;10/08/2018;25.401,190;25.313,140;-0,77;25.401,190;25.222,880;234.483.391
dow-jones;09/08/2018;25.589,790;25.509,230;-0,29;25.613,310;25.492,690;214.968.846
dow-jones;08/08/2018;25.615,720;25.583,750;-0,18;25.634,110;25.557,480;217.774.326
dow-jones;07/08/2018;25.551,650;25.628,910;0,50;25.692,720;25.551,650;239.909.085
dow-jones;06/08/2018;25.437,430;25.502,180;0,16;25.540,020;25.381,380;238.991.513
dow-jones;03/08/2018;25.360,370;25.462,580;0,54;25.467,900;25.325,170;239.020.889
dow-jones;02/08/2018;25.256,450;25.326,160;-0,03;25.360,480;25.120,070;307.698.980
dow-jones;01/08/2018;25.461,630;25.333,820;-0,32;25.488,800;25.278,320;315.876.982
dow-jones;31/07/2018;25.345,210;25.415,190;0,43;25.490,980;25.345,210;348.698.789
dow-jones;30/07/2018;25.439,320;25.306,830;-0,57;25.500,160;25.287,380;296.883.690
dow-jones;27/07/2018;25.520,520;25.451,060;-0,30;25.580,220;25.370,070;329.677.338
dow-jones;26/07/2018;25.468,550;25.527,070;0,44;25.587,240;25.463,160;297.528.339
dow-jones;25/07/2018;25.183,700;25.414,100;0,68;25.432,870;25.113,550;273.670.253
dow-jones;24/07/2018;25.092,430;25.241,940;0,79;25.286,620;25.092,430;274.943.600
dow-jones;23/07/2018;25.036,900;25.044,290;-0,06;25.081,450;24.983,330;228.824.272
dow-jones;20/07/2018;25.041,140;25.058,120;-0,03;25.124,100;24.986,350;274.076.404
dow-jones;19/07/2018;25.139,150;25.064,500;-0,53;25.154,170;25.052,620;285.756.362
dow-jones;18/07/2018;25.133,790;25.199,290;0,32;25.215,320;25.101,120;252.867.312
dow-jones;17/07/2018;25.033,920;25.119,890;0,22;25.155,390;24.989,610;250.445.290
dow-jones;16/07/2018;25.025,580;25.064,360;0,18;25.072,410;24.979,640;231.268.652
dow-jones;13/07/2018;24.926,070;25.019,410;0,38;25.043,210;24.890,060;255.515.254
dow-jones;12/07/2018;24.802,900;24.924,890;0,91;24.939,970;24.802,900;233.154.674
dow-jones;11/07/2018;24.789,480;24.700,450;-0,88;24.815,160;24.663,820;237.371.386
dow-jones;10/07/2018;24.806,970;24.919,660;0,58;24.945,380;24.806,970;235.039.730
dow-jones;09/07/2018;24.519,200;24.776,590;1,31;24.796,520;24.518,430;240.581.867
dow-jones;06/07/2018;24.352,470;24.456,480;0,41;24.520,290;24.281,470;219.445.921
dow-jones;05/07/2018;24.285,820;24.356,740;0,75;24.372,800;24.177,440;237.669.484
dow-jones;03/07/2018;24.359,390;24.174,820;-0,54;24.444,880;24.150,850;160.955.003
dow-jones;02/07/2018;24.161,530;24.307,180;0,15;24.319,420;24.077,560;244.111.824
dow-jones;29/06/2018;24.323,930;24.271,410;0,23;24.509,520;24.269,710;329.069.195
dow-jones;28/06/2018;24.064,190;24.216,050;0,41;24.308,160;23.997,210;305.018.652
dow-jones;27/06/2018;24.303,110;24.117,590;-0,68;24.569,020;24.115,820;313.787.551
dow-jones;26/06/2018;24.281,890;24.283,110;0,12;24.384,210;24.241,220;301.133.715
dow-jones;25/06/2018;24.463,730;24.252,800;-1,33;24.463,730;24.084,390;439.131.327
dow-jones;22/06/2018;24.526,970;24.580,890;0,49;24.663,180;24.526,970;473.965.052
dow-jones;21/06/2018;24.639,210;24.461,700;-0,80;24.639,210;24.406,630;349.565.852
dow-jones;20/06/2018;24.771,170;24.657,800;-0,17;24.804,760;24.628,390;359.523.502
dow-jones;19/06/2018;24.763,590;24.700,210;-1,15;24.763,590;24.567,750;376.383.912
dow-jones;18/06/2018;24.944,280;24.987,470;-0,41;25.003,100;24.825,770;337.066.859
dow-jones;15/06/2018;25.116,710;25.090,480;-0,34;25.130,820;24.894,380;659.373.330
dow-jones;14/06/2018;25.254,650;25.175,310;-0,10;25.332,500;25.138,600;341.168.401
dow-jones;13/06/2018;25.328,650;25.201,200;-0,47;25.362,070;25.191,420;329.699.709
dow-jones;12/06/2018;25.346,820;25.320,730;-0,01;25.364,370;25.247,040;265.748.474
dow-jones;11/06/2018;25.336,670;25.322,310;0,02;25.402,830;25.290,200;276.743.816
dow-jones;08/06/2018;25.209,290;25.316,530;0,30;25.325,630;25.165,700;317.511.830
dow-jones;07/06/2018;25.192,140;25.241,410;0,38;25.326,090;25.164,480;357.682.477
dow-jones;06/06/2018;24.854,140;25.146,390;1,40;25.146,460;24.854,140;316.089.540
dow-jones;05/06/2018;24.820,120;24.799,980;-0,06;24.838,780;24.710,820;306.341.502
dow-jones;04/06/2018;24.727,550;24.813,690;0,72;24.859,370;24.722,140;340.399.579
dow-jones;01/06/2018;24.542,090;24.635,210;0,90;24.673,600;24.542,090;315.707.314
dow-jones;31/05/2018;24.620,790;24.415,840;-1,02;24.620,790;24.352,150;429.743.177
dow-jones;30/05/2018;24.467,830;24.667,780;1,26;24.714,480;24.459,090;324.874.267
dow-jones;29/05/2018;24.606,590;24.361,450;-1,58;24.635,180;24.247,840;395.806.456
dow-jones;25/05/2018;24.781,290;24.753,090;-0,24;24.824,220;24.687,810;257.211.712
dow-jones;24/05/2018;24.877,360;24.811,760;-0,30;24.877,360;24.605,900;347.051.120
dow-jones;23/05/2018;24.757,710;24.886,810;0,21;24.889,460;24.667,120;399.609.887
dow-jones;22/05/2018;25.047,550;24.834,410;-0,72;25.064,990;24.812,060;288.204.714
dow-jones;21/05/2018;24.883,060;25.013,290;1,21;25.086,490;24.883,060;308.921.612
dow-jones;18/05/2018;24.707,720;24.715,090;0,00;24.774,970;24.664,870;269.696.371
dow-jones;17/05/2018;24.752,400;24.713,980;-0,22;24.839,490;24.639,400;314.650.345
dow-jones;16/05/2018;24.722,320;24.768,930;0,25;24.801,190;24.672,790;280.812.814
dow-jones;15/05/2018;24.809,550;24.706,410;-0,78;24.809,550;24.629,390;301.903.205
dow-jones;14/05/2018;24.879,370;24.899,410;0,27;24.994,190;24.862,520;282.855.588
dow-jones;11/05/2018;24.758,640;24.831,170;0,37;24.868,650;24.717,500;274.145.837
dow-jones;10/05/2018;24.591,660;24.739,530;0,80;24.794,990;24.575,910;304.209.370
dow-jones;09/05/2018;24.399,180;24.542,540;0,75;24.586,480;24.323,870;361.584.696
dow-jones;08/05/2018;24.341,350;24.360,210;0,01;24.412,340;24.198,340;344.935.025
dow-jones;07/05/2018;24.317,660;24.357,320;0,39;24.479,450;24.263,420;307.674.344
dow-jones;04/05/2018;23.865,220;24.262,510;1,39;24.333,350;23.778,870;329.482.313
dow-jones;03/05/2018;23.836,230;23.930,150;0,02;23.996,150;23.531,310;389.239.720
dow-jones;02/05/2018;24.097,630;23.924,980;-0,72;24.185,520;23.886,300;385.346.919
dow-jones;01/05/2018;24.117,290;24.099,050;-0,27;24.117,290;23.808,190;380.066.052
dow-jones;30/04/2018;24.410,410;24.163,150;-0,61;24.498,230;24.163,080;416.652.391
dow-jones;27/04/2018;24.342,140;24.311,190;-0,05;24.359,380;24.194,450;392.806.021
dow-jones;26/04/2018;24.128,720;24.322,340;0,99;24.402,460;24.128,720;390.362.226
dow-jones;25/04/2018;24.070,200;24.083,830;0,25;24.146,340;23.823,080;437.103.293
dow-jones;24/04/2018;24.579,940;24.024,130;-1,74;24.579,940;23.828,730;468.175.686
dow-jones;23/04/2018;24.488,070;24.448,690;-0,06;24.536,890;24.328,540;351.034.918
dow-jones;20/04/2018;24.657,390;24.462,940;-0,82;24.678,070;24.375,040;537.769.284
dow-jones;19/04/2018;24.711,300;24.664,890;-0,34;24.762,480;24.557,030;381.114.870
dow-jones;18/04/2018;24.820,850;24.748,070;-0,16;24.832,540;24.721,090;302.026.350
dow-jones;17/04/2018;24.681,790;24.786,630;0,87;24.858,970;24.681,790;342.409.606
dow-jones;16/04/2018;24.483,150;24.573,040;0,87;24.675,360;24.480,200;305.067.042
dow-jones;13/04/2018;24.582,820;24.360,140;-0,50;24.646,450;24.243,740;331.885.760
dow-jones;12/04/2018;24.302,820;24.483,050;1,21;24.592,120;24.302,820;336.126.213
dow-jones;11/04/2018;24.274,190;24.189,450;-0,90;24.366,570;24.150,870;286.362.392
